Frame,L5S1 Lateral Bending,L5S1 Axial Bending,L5S1 Flexion/Extension,L4L3 Lateral Bending,L4L3 Axial Rotation,L4L3 Flexion/Extension,L1T12 Lateral Bending,L1T12 Axial Rotation,L1T12 Flexion/Extension,T9T8 Lateral Bending,T9T8 Axial Rotation,T9T8 Flexion/Extension,T1C7 Lateral Bending,T1C7 Axial Rotation,T1C7 Flexion/Extension,C1 Head Lateral Bending,C1 Head Axial Rotation,C1 Head Flexion/Extension,Right T4 Shoulder Abduction/Adduction,Right T4 Shoulder Internal/External Rotation,Right T4 Shoulder Flexion/Extension,Right Shoulder Abduction/Adduction,Right Shoulder Internal/External Rotation,Right Shoulder Flexion/Extension,Right Elbow Ulnar Deviation/Radial Deviation,Right Elbow Pronation/Supination,Right Elbow Flexion/Extension,Right Wrist Ulnar Deviation/Radial Deviation,Right Wrist Pronation/Supination,Right Wrist Flexion/Extension,Left T4 Shoulder Abduction/Adduction,Left T4 Shoulder Internal/External Rotation,Left T4 Shoulder Flexion/Extension,Left Shoulder Abduction/Adduction,Left Shoulder Internal/External Rotation,Left Shoulder Flexion/Extension,Left Elbow Ulnar Deviation/Radial Deviation,Left Elbow Pronation/Supination,Left Elbow Flexion/Extension,Left Wrist Ulnar Deviation/Radial Deviation,Left Wrist Pronation/Supination,Left Wrist Flexion/Extension,Right Hip Abduction/Adduction,Right Hip Internal/External Rotation,Right Hip Flexion/Extension,Right Knee Abduction/Adduction,Right Knee Internal/External Rotation,Right Knee Flexion/Extension,Right Ankle Abduction/Adduction,Right Ankle Internal/External Rotation,Right Ankle Dorsiflexion/Plantarflexion,Right Ball Foot Abduction/Adduction,Right Ball Foot Internal/External Rotation,Right Ball Foot Flexion/Extension,Left Hip Abduction/Adduction,Left Hip Internal/External Rotation,Left Hip Flexion/Extension,Left Knee Abduction/Adduction,Left Knee Internal/External Rotation,Left Knee Flexion/Extension,Left Ankle Abduction/Adduction,Left Ankle Internal/External Rotation,Left Ankle Dorsiflexion/Plantarflexion,Left Ball Foot Abduction/Adduction,Left Ball Foot Internal/External Rotation,Left Ball Foot Flexion/Extension
504,3.816681227,1.311612729,-15.40048206,1.715575515,0.537885417,-12.6800896,1.715630988,0.537708406,-6.859660301,1.231315856,0.550547929,0.692001831,-6.386175766,-3.233587247,38.33387694,-11.76471007,-5.613404751,35.55362617,-1.100285899,2.190418835,-33.31076984,15.58418701,4.341809404,16.75496601,-15.58652881,92.18370689,11.86238416,13.70589687,-5.483978375,-21.94364556,-18.00848686,2.860913827,-29.27081162,21.30599282,0.383756364,12.72576086,-13.78090609,109.7555676,19.71829797,-0.179150747,7.347954471,-31.09222148,-14.93902023,10.25631738,35.85529378,0.183236718,2.130554372,14.64089295,-8.039680577,10.54703825,10.95947094,0,0,0,1.629784816,0.730300179,35.53097854,2.516113088,0.083708021,7.99131999,4.767267341,7.972018454,3.580018218,0,0,0
505,3.860857128,1.316553713,-15.38020144,1.735349387,0.539372803,-12.67121389,1.735404348,0.539194579,-6.850785274,1.245928511,0.553359218,0.698675629,-6.349514117,-3.262792773,38.38311251,-11.69635097,-5.67210727,35.64606234,-1.08492099,2.161526241,-33.3212207,15.46736168,4.285625373,16.75104034,-15.19790243,92.23215831,11.50773888,13.89670872,-5.555569563,-21.67409481,-18.02120437,2.875896508,-29.29965448,21.24419011,0.410821249,12.77094471,-13.86495215,109.751618,19.62969988,-0.183176563,7.350561985,-31.10801687,-15.25055285,10.38251518,36.29771852,0.245653298,2.407220647,14.61981669,-8.341320488,11.01838457,10.83166475,0,0,0,1.724286721,0.735259658,35.31055849,2.5263329,0.014279745,7.952348859,4.787187752,8.129042015,3.616224216,0,0,0
506,3.90357681,1.320716466,-15.3578954,1.754471157,0.54050911,-12.66142955,1.754526221,0.540328982,-6.841001046,1.260087912,0.555847883,0.706032593,-6.307024696,-3.292530853,38.43797658,-11.61709162,-5.732334636,35.74866703,-1.07545329,2.137540526,-33.33063373,15.34100864,4.236173035,16.72022508,-14.79220273,92.27532492,11.17942149,14.00697678,-5.586853379,-21.38731409,-18.02320687,2.872031855,-29.32137445,21.15353915,0.446179294,12.82452919,-13.92115764,109.7460655,19.51145323,-0.177749162,7.3506932,-31.10732633,-15.59565432,10.51253655,36.72037965,0.361431873,2.710899923,14.56991153,-8.625882537,11.45634941,10.72296582,0,0,0,1.820423599,0.74589594,35.06166446,2.52731453,-0.058246069,7.914358266,4.795386265,8.302632173,3.6608325,0,0,0
507,3.943492233,1.32009851,-15.34004531,1.772278483,0.539585674,-12.65358028,1.772334131,0.539402808,-6.833151154,1.27344649,0.556690802,0.711945801,-6.261741269,-3.323924931,38.49140553,-11.53286248,-5.795493376,35.84847386,-1.067311311,2.116400681,-33.33846926,15.21378321,4.20398877,16.66999154,-14.36809815,92.3166348,10.84729493,14.09702021,-5.580170071,-21.07112217,-18.02115323,2.862397459,-29.33735089,21.04427867,0.499264535,12.88259036,-13.95403214,109.759465,19.3740809,-0.205178152,7.385407876,-31.09056677,-15.93395357,10.63479508,37.13182405,0.459093,2.993913465,14.50362938,-8.840509913,11.80416201,10.59147473,0,0,0,1.906778531,0.77579483,34.79211047,2.522772607,-0.125230779,7.86863968,4.809893656,8.487641979,3.706747528,0,0,0
508,3.98073362,1.311787231,-15.33179946,1.788781799,0.535351278,-12.64992816,1.788837949,0.535164791,-6.829498246,1.286118083,0.554963317,0.714722568,-6.214415854,-3.358625919,38.54557628,-11.44491791,-5.864768201,35.94982411,-1.056415608,2.090713224,-33.34327958,15.08213313,4.187138619,16.60999916,-13.91870732,92.39620097,10.49021293,14.18519937,-5.505002282,-20.72740477,-18.01728662,2.850223945,-29.34819657,20.90795359,0.578619144,12.94420602,-13.94750881,109.8003405,19.22031479,-0.298203353,7.480881444,-31.04721526,-16.25565736,10.75488677,37.53801882,0.516162605,3.264256598,14.422649,-8.924249426,12.03203048,10.43566859,0,0,0,1.978598951,0.843141101,34.50105612,2.514160538,-0.197125058,7.802949442,4.837127643,8.686431144,3.749497169,0,0,0
509,4.015081265,1.298627169,-15.32802379,1.803925932,0.529034967,-12.64821553,1.803981583,0.528846282,-6.827785695,1.297955264,0.551573304,0.71605004,-6.164288868,-3.395032939,38.59826845,-11.35204515,-5.937035862,36.04839035,-1.046813549,2.067868779,-33.34653263,14.94927562,4.187622791,16.53082518,-13.45157078,92.47354281,10.12861504,14.25441178,-5.391693421,-20.35456029,-18.00932058,2.832344062,-29.3532512,20.75260521,0.675008197,13.00946746,-13.91745397,109.8600348,19.04759883,-0.424693431,7.610496739,-30.98846302,-16.56976053,10.86799415,37.93330848,0.556158707,3.513099244,14.32525928,-8.936863995,12.17192628,10.25480472,0,0,0,2.04144668,0.929826027,34.18930127,2.499920027,-0.263444302,7.729572275,4.870623008,8.896669022,3.793702658,0,0,0
510,4.044688479,1.285295323,-15.31975609,1.816962454,0.522664936,-12.64449637,1.817016357,0.522477457,-6.824067413,1.308226937,0.547957812,0.718879244,-6.112204176,-3.429490216,38.63583853,-11.25655741,-6.004508799,36.11826877,-1.046246261,2.06796519,-33.35194482,14.83373906,4.222089344,16.41127919,-12.98803001,92.43149414,9.792759595,14.31135038,-5.333357357,-19.93503662,-17.99719704,2.812240969,-29.35205385,20.61330676,0.771638984,13.0764093,-13.91640461,109.9334072,18.85811432,-0.52939838,7.732275255,-30.94707641,-16.8635641,10.94778794,38.30865282,0.578704754,3.666180626,14.21842604,-9.0066608,12.25924858,10.00898945,0,0,0,2.099241936,0.995117367,33.8671228,2.479262389,-0.284171535,7.676700051,4.909159216,9.106199875,3.846055198,0,0,0
511,4.068670067,1.274024204,-15.30196646,1.827537283,0.517194334,-12.63655163,1.827589808,0.517007932,-6.816123309,1.316590883,0.544784657,0.724871384,-6.054023263,-3.462700006,38.64781984,-11.15156977,-6.067874313,36.13970402,-1.060095706,2.103255391,-33.35904734,14.7356668,4.290158538,16.24359536,-12.51748837,92.20618097,9.469406913,14.36151351,-5.423444372,-19.39135741,-17.98147681,2.794745845,-29.34539305,20.513624,0.868683956,13.15052874,-13.97601837,110.0279804,18.64594014,-0.586963109,7.827224643,-30.94642086,-17.1324999,10.9923002,38.66295432,0.578530606,3.679165817,14.1037825,-9.176767297,12.29285945,9.686416163,0,0,0,2.156490905,1.002970441,33.53519113,2.450535335,-0.216635634,7.650298761,4.950144956,9.306241464,3.905512194,0,0,0
512,4.088010605,1.262686125,-15.27965897,1.836054836,0.511704375,-12.62658796,1.836107144,0.511516221,-6.80615969,1.323427541,0.541407284,0.732375819,-5.994074701,-3.49424781,38.64460747,-11.04416798,-6.127153134,36.13254691,-1.083300122,2.161385846,-33.36790123,14.65371653,4.392695482,16.03573116,-12.05402916,91.86181759,9.166359031,14.39986235,-5.566094988,-18.79937048,-17.96165255,2.775139412,-29.33243386,20.42978334,0.966377926,13.22667655,-14.06424291,110.1363494,18.4161761,-0.622236684,7.914713108,-30.96259439,-17.38004871,11.00457795,38.99741603,0.565114547,3.595733589,13.97949955,-9.403553672,12.27278888,9.300828312,0,0,0,2.209172291,0.989657643,33.19293501,2.415627515,-0.103586232,7.644864497,4.996158257,9.505616118,3.973170428,0,0,0
513,4.103692023,1.24944513,-15.25890939,1.842915796,0.505425192,-12.61729181,1.84296792,0.505235032,-6.79686295,1.329097915,0.537298495,0.739381564,-5.945816979,-3.518676621,38.64390524,-10.9574943,-6.173290616,36.1302987,-1.108019977,2.225580096,-33.38299821,14.60398732,4.548439626,15.78992869,-11.65511109,91.47485091,8.945237348,14.41532897,-5.573281751,-18.37320546,-17.93603103,2.742606998,-29.31023984,20.32624879,1.048081617,13.28708885,-14.13797836,110.2309805,18.18761758,-0.655203129,8.0104694,-30.95718304,-17.60524844,10.96604641,39.30640823,0.560227567,3.474050307,13.84762479,-9.685860184,12.23516645,8.852619179,0,0,0,2.248145712,1.0229761,32.84868991,2.379241885,-0.033181055,7.671181228,5.053641101,9.718610681,4.059007744,0,0,0
514,4.115237716,1.232259404,-15.24156446,1.847876528,0.497475018,-12.60946511,1.847927368,0.497284919,-6.789035087,1.333494918,0.531785686,0.745289913,-5.912314913,-3.534395664,38.65429561,-10.89656547,-6.203808643,36.14878613,-1.132822816,2.293892645,-33.41153646,14.60954965,4.797517786,15.49368378,-11.3660568,91.04418513,8.869869294,14.39189727,-5.342417575,-18.25780965,-17.90032402,2.688076239,-29.2742558,20.17988038,1.094043541,13.32564908,-14.17876041,110.3005857,17.95717075,-0.67628359,8.10956154,-30.91161431,-17.80329598,10.87410368,39.58169071,0.569149624,3.310122798,13.69151146,-10.06342513,12.18617994,8.301712771,0,0,0,2.265727437,1.124850217,32.49718258,2.347810644,-0.045955021,7.720155458,5.122470657,9.966578015,4.161237386,0,0,0
515,4.123057722,1.213201676,-15.22570874,1.85115109,0.488750721,-12.60227689,1.851200821,0.488560444,-6.781846567,1.336702611,0.525550362,0.750718623,-5.890328767,-3.54277929,38.66725238,-10.85613054,-6.220699833,36.1720842,-1.159376032,2.368356727,-33.44620757,14.64629528,5.100144669,15.1594602,-11.13835406,90.57287504,8.877070625,14.34444328,-4.97948606,-18.31000715,-17.85865291,2.620856318,-29.2288346,20.01433974,1.123266887,13.34786358,-14.20439258,110.3564167,17.72841421,-0.69570954,8.216940899,-30.84454508,-17.97802468,10.73246736,39.8314073,0.587982998,3.108328572,13.52810468,-10.49596842,12.1208682,7.688242462,0,0,0,2.270025915,1.273570358,32.14331451,2.31508691,-0.101427728,7.800518518,5.202447021,10.22826203,4.282017,0,0,0
516,4.12942595,1.196557413,-15.21180354,1.853806147,0.48113484,-12.59597491,1.853855767,0.480943555,-6.775546104,1.339352263,0.520088262,0.755475138,-5.883745667,-3.542629676,38.67490145,-10.84375385,-6.221170087,36.18599748,-1.184263593,2.43813969,-33.46996633,14.65991166,5.355143451,14.82681371,-10.88875944,90.14380585,8.839305748,14.30723404,-4.611662654,-18.31347741,-17.8219547,2.557583253,-29.18446082,19.86429285,1.177218832,13.35327821,-14.22690544,110.4047254,17.53055025,-0.763372423,8.362828374,-30.77421511,-18.1410919,10.53172276,40.07471547,0.621425131,2.939904736,13.41012396,-10.86256159,12.05829468,7.132174387,0,0,0,2.275063168,1.471458715,31.81069603,2.266888643,-0.166224934,7.949596023,5.299813818,10.45411513,4.437311124,0,0,0
517,4.134525931,1.184233129,-15.20147337,1.855943436,0.475489029,-12.59129406,1.855993156,0.475296139,-6.770866311,1.341442656,0.516052587,0.759008496,-5.900222005,-3.527872251,38.67352014,-10.87323543,-6.193619767,36.18340518,-1.210169253,2.502028895,-33.47473541,14.62314338,5.52086223,14.50522935,-10.57512423,89.80096972,8.704832873,14.32935851,-4.264586095,-18.22187962,-17.79041927,2.500758765,-29.14199464,19.72986713,1.26438305,13.33044335,-14.23759194,110.4441948,17.38515421,-0.901609165,8.555476002,-30.69965625,-18.30164608,10.23754925,40.330318,0.67317175,2.851918276,13.37946021,-11.09179213,12.00259395,6.703963473,0,0,0,2.291788543,1.714544365,31.51493431,2.19029525,-0.225215399,8.190900456,5.419340448,10.63126313,4.635517923,0,0,0
518,4.138178902,1.174323264,-15.19309318,1.857460685,0.470955549,-12.58749395,1.857509726,0.470762274,-6.767065625,1.342971846,0.512795641,0.76187847,-5.932026409,-3.504389329,38.66694459,-10.93045043,-6.149219966,36.17103882,-1.234195003,2.561053241,-33.46862595,14.56299387,5.638976726,14.18537484,-10.24122666,89.49968418,8.525527437,14.36201631,-3.912570922,-18.08177563,-17.7639252,2.447801814,-29.10063701,19.61090199,1.376485042,13.29079989,-14.24620229,110.4763535,17.27080066,-1.088276843,8.786260725,-30.62337007,-18.44874252,9.884375986,40.58000031,0.736387446,2.797604928,13.39425943,-11.25383305,11.94954076,6.331684655,0,0,0,2.308316273,2.006947724,31.24053474,2.098319413,-0.293264361,8.500911145,5.556174724,10.77282314,4.868366659,0,0,0
519,4.142174602,1.165372675,-15.18229826,1.859145242,0.466825313,-12.5826299,1.859193385,0.466633477,-6.762201133,1.344591097,0.509853085,0.765544823,-5.960132385,-3.489076455,38.65866658,-10.98136869,-6.119717596,36.15586657,-1.244345038,2.60780096,-33.45912061,14.50700163,5.733228146,13.87835663,-9.935015272,89.18980467,8.328817451,14.29206358,-3.605201812,-17.81617431,-17.75308242,2.407414741,-29.06859588,19.54085802,1.530646561,13.26893775,-14.29290132,110.5116251,17.15163493,-1.305972787,9.059992704,-30.56894721,-18.56542682,9.566196264,40.78683046,0.799681377,2.707435108,13.38167422,-11.44086253,11.90498852,5.92203183,0,0,0,2.304223446,2.363044301,30.9642896,2.015404,-0.382140665,8.84638209,5.702303375,10.8682333,5.1266159,0,0,0
520,4.146809575,1.156947928,-15.16684159,1.86112908,0.462877823,-12.57570206,1.861176662,0.462687215,-6.755273459,1.346419861,0.507066386,0.770757877,-5.976545824,-3.491245127,38.65024545,-11.01177686,-6.122590251,36.14147677,-1.231924222,2.636643947,-33.44821535,14.46206674,5.814053312,13.59563492,-9.649212071,88.85021099,8.090602504,14.11920092,-3.407327927,-17.30869697,-17.76473356,2.3865756,-29.0509983,19.53273937,1.742786848,13.28216119,-14.38932471,110.5587542,17.00580826,-1.53118387,9.38059353,-30.55987209,-18.63900179,9.322872594,40.92747961,0.861525194,2.536333534,13.30583191,-11.70398597,11.88700887,5.4077473,0,0,0,2.261827633,2.818792721,30.66989268,1.955188822,-0.510445236,9.209726094,5.855832151,10.89480936,5.404508084,0,0,0
521,4.151868794,1.149483888,-15.14899105,1.863317997,0.45932748,-12.56771925,1.863365185,0.459136316,-6.747290418,1.348368115,0.504587776,0.776761516,-5.989493231,-3.501712584,38.64021426,-11.03632486,-6.140683119,36.12480243,-1.205360753,2.653465347,-33.4344084,14.4216669,5.87101541,13.32556127,-9.391652302,88.50250916,7.83561726,13.84362605,-3.254355326,-16.67524642,-17.79216026,2.377887409,-29.04309764,19.57214584,1.998390774,13.31459248,-14.5240465,110.6087679,16.85465017,-1.786747043,9.744402115,-30.57262946,-18.68485882,9.11597383,41.02351452,0.925447923,2.329337517,13.20300169,-11.99241855,11.87895472,4.855928162,0,0,0,2.198517443,3.33818597,30.37256231,1.902251503,-0.659807299,9.608167817,6.019144334,10.8753052,5.70739552,0,0,0
522,4.158375581,1.142809878,-15.13117688,1.866161243,0.456108987,-12.55976184,1.86620828,0.455916426,-6.739333101,1.350775289,0.502412383,0.782745345,-6.004312863,-3.509734589,38.62748414,-11.064397,-6.154038373,36.10304721,-1.178435996,2.668172858,-33.41989965,14.39323541,5.89659249,13.04422495,-9.23058657,88.16145647,7.666444898,13.3509242,-3.003934277,-16.18878012,-17.82557643,2.368449068,-29.0382624,19.65135958,2.269306635,13.35160694,-14.70244108,110.645271,16.7267879,-2.125208807,10.14448856,-30.56087627,-18.72928779,8.922075326,41.10508391,0.987848973,2.152048515,13.10841525,-12.24627895,11.83350823,4.375846957,0,0,0,2.14655687,3.82761265,30.09677181,1.838108096,-0.786591194,10.06075953,6.190411134,10.86729468,6.042856986,0,0,0
523,4.166526937,1.137895838,-15.11495907,1.869756465,0.453667175,-12.55253297,1.86980374,0.453473317,-6.732105419,1.353674726,0.500883566,0.788179564,-6.026984266,-3.512432404,38.61297957,-11.10658557,-6.157313069,36.0780337,-1.154405052,2.679510564,-33.40275625,14.38320755,5.884605307,12.73127533,-9.219121573,87.80884321,7.656930718,12.50968006,-2.57196526,-15.97228188,-17.86214055,2.346211157,-29.03197587,19.78102787,2.549277931,13.39692237,-14.9484057,110.6399978,16.62514786,-2.595443678,10.59607323,-30.49818257,-18.78842585,8.731046598,41.18140962,1.050658435,2.04367697,13.05192804,-12.41526877,11.71411703,4.108899362,0,0,0,2.119549025,4.262152003,29.84620613,1.754746565,-0.877796376,10.57385558,6.367285095,10.88263842,6.416246552,0,0,0
524,4.176130429,1.133735643,-15.09881487,1.874006698,0.451543467,-12.54534464,1.874053887,0.451348934,-6.724917533,1.357033865,0.499649733,0.793584342,-6.051509106,-3.512639436,38.59579412,-11.15218785,-6.155752302,36.04782377,-1.129944661,2.688713673,-33.38492947,14.3850461,5.841315451,12.40647571,-9.299434034,87.46239133,7.737946692,11.44971653,-2.045082332,-15.91053572,-17.9045551,2.323100301,-29.02876524,19.95010882,2.84602775,13.44870665,-15.23813717,110.6204306,16.54687267,-3.150143594,11.08236406,-30.41458915,-18.84669454,8.552880569,41.24336553,1.110414521,1.964912716,13.00343116,-12.54879465,11.55573928,3.914103064,0,0,0,2.10305832,4.66680619,29.61794158,1.66114626,-0.945866016,11.14129947,6.551880364,10.90964845,6.822385034,0,0,0
525,4.187592308,1.127188012,-15.08055652,1.879055276,0.448315472,-12.53719621,1.87910151,0.44812158,-6.716767522,1.361083812,0.497661539,0.799717304,-6.065181504,-3.508276787,38.57193748,-11.17842657,-6.145505546,36.00373001,-1.109259255,2.709306249,-33.37410733,14.38681828,5.777701832,12.10610199,-9.373646273,87.19139627,7.79737225,10.44792708,-1.535766888,-15.91437204,-17.95146907,2.322327193,-29.03554452,20.11941504,3.15132249,13.48296366,-15.50604103,110.6540888,16.51191366,-3.697083617,11.54881095,-30.34632642,-18.88219425,8.394260532,41.29370181,1.15538988,1.863463585,12.90792103,-12.73951643,11.41831077,3.477903676,0,0,0,2.087051985,5.022842321,29.42710967,1.566154435,-0.985397299,11.76363919,6.748401976,10.97066874,7.253559524,0,0,0
526,4.203087524,1.124417473,-15.04926333,1.885967728,0.446607908,-12.5233099,1.886014263,0.446422654,-6.702887222,1.366396621,0.496962568,0.81013988,-6.06312095,-3.494745869,38.52856879,-11.17716623,-6.117356141,35.92120696,-1.094031721,2.745480817,-33.37387892,14.38210085,5.676747019,11.85365554,-9.402709556,87.00651603,7.806741898,9.537910609,-1.038239126,-15.92201604,-18.00775914,2.367988038,-29.06067202,20.27017921,3.466669999,13.4937803,-15.7068597,110.7819394,16.53760233,-4.220682088,11.99570332,-30.30840785,-18.88929133,8.283593287,41.31021376,1.181722848,1.718389371,12.72519711,-13.0215969,11.32700565,2.565678703,0,0,0,2.07227302,5.294161471,29.26932929,1.47374334,-0.997788522,12.45353421,6.957072904,11.09511021,7.717126832,0,0,0
527,4.220562683,1.119252041,-15.01591128,1.893736148,0.443780685,-12.50849123,1.893783295,0.443599497,-6.688073757,1.37244633,0.495494471,0.821268725,-6.05032188,-3.476994354,38.4782487,-11.1564718,-6.081433742,35.82460528,-1.082901672,2.793040525,-33.38042314,14.37811144,5.555037299,11.62540662,-9.426844396,86.89745568,7.794127287,8.686824911,-0.554790255,-15.98958626,-18.06885648,2.435973397,-29.09628938,20.42205155,3.789790174,13.48637932,-15.8872477,110.963387,16.60663871,-4.735219093,12.42370054,-30.28150399,-18.87463945,8.193124745,41.3140996,1.195609509,1.55000882,12.49536878,-13.36620335,11.26285099,1.411584467,0,0,0,2.057458062,5.516837623,29.14902993,1.383125129,-0.982084621,13.19881867,7.176571403,11.25389291,8.206543431,0,0,0
528,4.233594753,1.090028839,-15.01105173,1.899171778,0.430537661,-12.50608243,1.899216177,0.430341691,-6.685653827,1.377650487,0.486073816,0.823149626,-6.028682959,-3.467166408,38.45504222,-11.11792248,-6.062553913,35.77866243,-1.075675234,2.852909594,-33.3901849,14.38306188,5.473981385,11.38706936,-9.469649269,86.90310125,7.730832911,8.071108778,-0.207882947,-16.1924064,-18.11919592,2.477258962,-29.12463873,20.59408259,4.106223836,13.45311507,-16.1195219,111.1435979,16.68684494,-5.192597575,12.77932542,-30.24785177,-18.83347629,8.045749074,41.37286007,1.20046059,1.368007277,12.28383549,-13.77043424,11.21730925,0.406129334,0,0,0,2.02883903,5.780293304,29.09411204,1.295730981,-0.929588642,13.96280235,7.409364739,11.38151264,8.692948677,0,0,0
529,4.2374605,1.018284512,-15.05715941,1.899906044,0.398961227,-12.52591062,1.899944482,0.398747315,-6.705465023,1.380925173,0.46264769,0.808423573,-5.990043192,-3.473747656,38.48320937,-11.04592339,-6.078038173,35.82888176,-1.073845112,2.931267762,-33.3976821,14.40901944,5.465374011,11.10438202,-9.543953492,87.08720433,7.597024541,7.760025215,-0.065505656,-16.58828874,-18.14906358,2.468253615,-29.13619291,20.81075339,4.430422678,13.39201302,-16.45497049,111.2983552,16.76129314,-5.566403929,13.04234931,-30.20000401,-18.7528938,7.78974777,41.52636925,1.195274208,1.147658849,12.10214695,-14.31493516,11.19277499,-0.248966072,0,0,0,1.978705057,6.161114268,29.13432701,1.208417884,-0.847285548,14.73380204,7.652132896,11.45206348,9.16517932,0,0,0
530,4.235485361,0.922403394,-15.13144669,1.89771625,0.357017417,-12.55806465,1.897750592,0.356806777,-6.737621056,1.382917429,0.431309717,0.784460496,-5.942056965,-3.4879533,38.53835934,-10.95592662,-6.109524298,35.92972615,-1.076187486,3.021887217,-33.40816253,14.44292202,5.497598045,10.81164987,-9.63776327,87.38647727,7.413350554,7.676057885,-0.05956856,-17.11586454,-18.16774526,2.432675417,-29.13981597,21.04831978,4.748573386,13.30668756,-16.84210345,111.4507973,16.84685814,-5.883143496,13.23243902,-30.14434965,-18.64289348,7.478144002,41.73353278,1.180583395,0.91357548,11.93844984,-14.9144408,11.18234392,-0.754756264,0,0,0,1.911542572,6.582376689,29.23921884,1.125090472,-0.72819416,15.52369393,7.909218194,11.49135379,9.633777243,0,0,0
531,4.233676951,0.836037876,-15.19665335,1.895760658,0.319239857,-12.58629057,1.895793577,0.319044237,-6.765862029,1.384730309,0.403100499,0.763408593,-5.91039094,-3.495886093,38.5818428,-10.8962322,-6.128059377,36.00959826,-1.078348593,3.107167216,-33.43432846,14.45587918,5.536858172,10.57775615,-9.737929235,87.64902465,7.211721016,7.778218947,-0.109526139,-17.6718082,-18.18811062,2.392411757,-29.145088,21.25392764,5.003255371,13.19699724,-17.19887683,111.6171732,16.96168209,-6.174312053,13.35577599,-30.08536346,-18.5331506,7.190504929,41.94106418,1.159599216,0.749812039,11.82293004,-15.31624893,11.16108365,-1.324208103,0,0,0,1.833293579,6.903254083,29.34636288,1.058077825,-0.543052572,16.3312143,8.195211431,11.51134191,10.10207178,0,0,0
532,4.236982544,0.773915914,-15.23734565,1.896425957,0.29193992,-12.60383026,1.896457554,0.291749185,-6.783408236,1.387593582,0.382879808,0.750347267,-5.906053857,-3.490202192,38.5913238,-10.8877149,-6.118363819,36.02652129,-1.077202371,3.181361518,-33.48729951,14.46362224,5.579332199,10.41285091,-9.884325087,87.77581898,7.03900687,8.146363995,-0.187423474,-18.2167643,-18.21498747,2.351500018,-29.15374468,21.41240399,5.16343648,13.04848746,-17.50441451,111.8181498,17.12612368,-6.445337716,13.38039386,-30.03188488,-18.44409384,6.953168375,42.13182602,1.129381776,0.709537995,11.76419146,-15.36846649,11.11700222,-2.099115758,0,0,0,1.752534975,7.040443557,29.43896448,1.020470161,-0.242109983,17.17117486,8.532983406,11.49700741,10.57184667,0,0,0
533,4.241188856,0.721365552,-15.26913351,1.897625611,0.268792168,-12.61748238,1.897654615,0.268598828,-6.797057696,1.390495729,0.365777083,0.740199167,-5.918265339,-3.478211164,38.58941598,-10.90953833,-6.095850925,36.02253439,-1.075950968,3.250387001,-33.55612092,14.45218355,5.628345463,10.30701086,-10.0375695,87.86569787,6.848460256,8.702000473,-0.327057959,-18.79884672,-18.24350364,2.305864043,-29.16407217,21.54032169,5.25870801,12.87370487,-17.78060339,112.0335881,17.3191177,-6.690285189,13.33876211,-29.97554429,-18.35616094,6.739452169,42.32341629,1.090050153,0.739630083,11.75330227,-15.2273299,11.05991069,-2.939532308,0,0,0,1.663167737,7.077146576,29.53408509,1.00475226,0.122928979,18.02944217,8.899929778,11.46334335,11.04098823,0,0,0
534,4.239224067,0.668042454,-15.30144899,1.896072428,0.245381238,-12.63135405,1.89609773,0.245185585,-6.810925541,1.39136914,0.348238793,0.729883232,-5.940101684,-3.46800132,38.60505271,-10.94757544,-6.077770611,36.05222575,-1.079546421,3.314110719,-33.62050189,14.34962891,5.660206641,10.29971431,-10.06649921,88.06287655,6.529499437,9.170414382,-0.537830538,-19.44186437,-18.27217702,2.265135141,-29.18072456,21.63216522,5.322056406,12.71170592,-18.00928125,112.219323,17.49682117,-6.92391174,13.33373596,-29.89542246,-18.24053892,6.549141342,42.5149334,1.049003022,0.764879249,11.79424742,-15.1015248,11.00203577,-3.635227717,0,0,0,1.550729213,7.122318202,29.62009072,0.989935842,0.429580641,18.86103319,9.241665994,11.46748681,11.5079026,0,0,0
535,4.224555382,0.608401277,-15.33582359,1.888791462,0.219341131,-12.64608051,1.888813607,0.219148718,-6.825650158,1.388205317,0.328251205,0.718920993,-5.972571971,-3.464525184,38.65573689,-11.00298265,-6.074293807,36.14887457,-1.08959488,3.369582496,-33.67022593,14.10261526,5.667633612,10.42699699,-9.887021995,88.45550314,6.014361788,9.402247003,-0.806185609,-20.146227,-18.30060795,2.235950689,-29.20469921,21.68384797,5.346534534,12.55954168,-18.18486047,112.3675864,17.67052427,-7.18888314,13.43678228,-29.76784826,-18.07840295,6.392556445,42.7066128,1.001894613,0.752091672,11.8944515,-15.08373916,10.94295006,-4.091548933,0,0,0,1.396958746,7.229413401,29.68639378,0.973787205,0.607729025,19.64553846,9.528623567,11.53930685,11.97276775,0,0,0
